,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_places,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL57376A'}],Marc Piétri.,,,,,[2179329],,/type/datetime,2008-04-01T03:28:50.625462,,,,['841/.914'],,,,,,,,,['3757333'],,,['2862744530'],,,/books/OL85251M,[{'key': '/languages/fre'}],/type/datetime,2010-04-14T05:23:57.048077,4,['PQ2676.I3758 C48 1996'],['99192192'],,,,,,101.0,,,,,101 p. ;,,,fr ,1996,['Paris'],['Le Cherche midi'],4,"['Collection ""Points fixes/poésie""']",,,,,,,,Château de la Reine Blanche,Le ,/type/edition,,,,,,,[{'key': '/works/OL716530W'}]
0,[{'key': '/authors/OL477726A'}],by David Woolley.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.914'],,,,,,,,,['2434797'],,,['1898987025'],,,/books/OL856102M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:37:47.730970,4,['PR6073.O662 F35 1994'],['95137737'],,,,,,45.0,,,['33361073'],,45 p. ;,,,enk,1994,"['Somerton, Somerset']",['Headlock Press'],4,,,,,,,,,Falling from a wall,,/type/edition,,,,,,,[{'key': '/works/OL3068976W'}]
0,[{'key': '/authors/OL478045A'}],Gary Boire.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],,,,,,,,,['888852'],,,['155022185X'],,,/books/OL856748M,[{'key': '/languages/eng'}],/type/datetime,2010-04-14T08:49:50.489741,3,['PR9199.3.C27 Z518 1994'],['95138552'],,,,/type/text,Includes bibliographical references.,131.0,,,['30072093'],,131 p. :,,,onc,1994,"['Toronto', 'East Haven, Conn']","['ECW Press', 'Distributed in the U.S. by InBook']",3,['Canadian biography series'],,['Canada'],,"['20th century', '20th century.']","['Callaghan, Morley, 1903-1990.', 'Novelists, Canadian -- 20th century -- Biography.', 'Canada -- Intellectual life -- 20th century.']",literary anarchist,,Morley Callaghan,,/type/edition,,,,,,,[{'key': '/works/OL3070212W'}]
0,[{'key': '/authors/OL479530A'}],René Laporte.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.912'],,,,,,,,,['4571921'],,,['2950548423'],,,/books/OL859929M,[{'key': '/languages/fre'}],/type/datetime,2010-04-14T09:19:04.232657,3,['PQ2672.A6198 S43 1994'],['95142529'],,,,/type/text,Includes bibliographical references (p. 255-256).,256.0,,,,,256 p. :,,,fr ,1994,"['[Saint-Satur, France (62 av. de Fontenay, 18300 Saint-Satur)]']",['R. Laporte'],3,,,,,,"['Villon, François, b. 1431 -- Fiction.']",roman historique,,seconde vie de maistre François Villon,La ,/type/edition,,,,,,,[{'key': '/works/OL3075174W'}]
0,[{'key': '/authors/OL485967A'}],Gunter Volz.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['838/.91209'],,,,,,,,,['223780'],,,['3631476876'],,,/books/OL873288M,[{'key': '/languages/ger'}],/type/datetime,2010-04-14T11:30:39.902522,3,['PT2625.A435 Z94 1994'],['95159093'],,,,/type/text,"Includes bibliographical references (p. 283-307).
Originally presented as the author's thesis (doctoral)--Universität Marburg, 1993.",307.0,,,['31459534'],,307 p. ;,,,gw ,1994,"['Frankfurt am Main', 'New York']",['P. Lang'],3,"['Europäische Hochschulschriften. Reihe XXIII, Theologie,', 'Bd. 519 =', 'Publications universitaires européennes. Série XXIII, Théologie ;', 'vol. 519 =', 'European university studies. Series XXIII, Theology ;', 'vol. 519', 'Europäische Hochschulschriften.', 'Bd. 519.']",,,,,"['Mann, Klaus, 1906-1949 -- Religion.', 'Autobiography -- Religious aspects -- Christianity.', 'Self-perception -- Religious aspects.']",Religion und Ich-Suche am Beispiel von Klaus Mann,,Sehnsucht nach dem ganz anderen,,/type/edition,,,,,,,[{'key': '/works/OL3099688W'}]
0,[{'key': '/authors/OL67198A'}],Günter Görlich.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['833/.914'],2. Aufl.,,,,,,,,['4315167'],,,['3928999117'],,,/books/OL875206M,[{'key': '/languages/ger'}],/type/datetime,2010-04-14T11:48:48.728340,2,['PT2667.O43 V47 1994'],['95161411'],,,,,,128.0,,,['32829886'],,128 p. ;,,,gw ,1994,['Berlin'],['Spotless-Verlag'],2,,,,,,,Erzählung,,verfluchte Judenstrasse,Die ,/type/edition,,,,,,,
0,[{'key': '/authors/OL298989A'}],Martin Sherman.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['812/.54'],,,,,,,,,['3641572'],,['2595342'],['0906399408'],,,/books/OL875329M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T22:56:36.145866,7,['PS3569.H433 M47 1982'],['95161602'],,,,,,62.0,,,['11648917'],,62 p. ;,,,enk,1982,['Oxford [England]'],['Amber Lane Press'],7,,"['marc:marc_records_scriblio_net/part25.dat:84958434:702', 'marc:marc_ithaca_college/ic_marc.mrc:91893018:1046']",['Poland'],,['17th century'],"['Shabbethai Tzevi, 1626-1676 -- Drama', 'Jews -- Poland -- History -- 17th century -- Drama']",,,Messiah,,/type/edition,,,,,,,[{'key': '/works/OL2280870W'}]
0,[{'key': '/authors/OL488560A'}],Valerie M. Balester.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['808/.042/0285'],,,,,,,,,['4566534'],,,['0155025163'],,,/books/OL878685M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:37:47.730970,4,['PE1404 .B26 1995'],['95165798'],,,,,,112.0,,,['37853830'],,"viii, 112 p. ;",,,txu,1995,['Fort Worth'],['Harcourt Brace College Publishers'],4,,,,,,"['English language -- Rhetoric -- Study and teaching -- Data processing.', 'English language -- Computer-assisted instruction.', 'Report writing -- Computer-assisted instruction.']",,,The Holt guide to using Daedalus,,/type/edition,,,,,,,[{'key': '/works/OL3108714W'}]
0,[{'key': '/authors/OL493499A'}],Luís Filipe de Castro Mendes.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['869.1/42'],,,,,,,,,['3516058'],,,['9725641841'],,,/books/OL889348M,[{'key': '/languages/por'}],/type/datetime,2010-04-14T14:06:03.693645,3,['PQ9275.E546 J64 1994'],['95178965'],,,,,,78.0,,,,,78 p. ;,,,po ,1994,['Lisboa'],['Quetzal Editores'],3,,,,,,,,,jogo de fazer versos,O ,/type/edition,,,,,,,[{'key': '/works/OL3125442W'}]
0,[{'key': '/authors/OL343970A'}],María D'Abate.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['861'],,,,,,,,,['3793004'],,,['9508130210'],,,/books/OL891213M,[{'key': '/languages/spa'}],/type/datetime,2011-04-28T12:39:20.319954,4,['PQ7798.14.A17 M5 1994'],['95181314'],,,,,,66.0,,,['31908644'],,66 p. ;,,,ag ,1994,"['Buenos Aires, República Argentina']",['Faro Editorial'],4,"['Poesía', 'Poesía (Faro Editorial)']",,,,,,,,Mi playa de verano y miel,,/type/edition,,,,,,,[{'key': '/works/OL2469756W'}]
0,[{'key': '/authors/OL497276A'}],Sang-Nam Park.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['833/.912'],1. Aufl.,,,,,,,,['3164669'],,,['3895740500'],,,/books/OL897628M,[{'key': '/languages/ger'}],/type/datetime,2010-04-14T15:24:20.068909,3,['PT2607.O35 B51364'],['95189203'],,,,/type/text,"Includes bibliographical references (p. 127-153).
Thesis (doctoral)--Freie Universität Berlin, 1995.",154.0,,,,,154 p. ;,,,gw ,1995,['Berlin'],['Verlag Dr. Köster'],3,"['Wissenschaftliche Schriftenreihe Germanistik ;', 'Bd. 7']",,,,,"['Döblin, Alfred, 1878-1957.']",,,"sprachliche und zeitkritische Problematik von Döblins Roman ""Berlin Alexanderplatz""",Die ,/type/edition,,,,,,,[{'key': '/works/OL3138084W'}]
0,[{'key': '/authors/OL260365A'}],Pedro Cuartín.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['861'],,,,,,,,,['3692730'],,,['9802324620'],,,/books/OL901923M,[{'key': '/languages/spa'}],/type/datetime,2011-04-28T12:39:20.319954,4,['PQ8549.S327 Z68 1994'],['95194583'],,,,/type/text,Includes bibliographical references (p. 139-142).,142.0,,,['33359211'],,142 p. ;,,,ve ,1994,"['[Maracaibo, Venezuela]']","['Gobernación del Estado Zulia', 'Universidad del Zulia, Dirección de Cultura']",4,"['Colección Lago de Maracaibo,']",,,,['20th century'],"['Sánchez Peláez, Juan -- Criticism and interpretation.', 'Mandrágora (Group)', 'Orpheus (Greek mythology) in literature.', 'Chilean poetry -- 20th century -- History and criticism.']",,,Orfismo y tenebrario en la poesía de Juan Sánchez Peláez,,/type/edition,,,,,,,[{'key': '/works/OL2104988W'}]
0,[{'key': '/authors/OL502445A'}],Mike Harding.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.914'],,,,,,,,,['1826742'],,,['1871471311'],,,/books/OL908317M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:39:20.319954,4,['PR6058.A637 D3 1992'],['95202746'],,,,,,63.0,,,['35390677'],,63 p. ;,,,enk,1992,"['Calstock, Cornwall']",['Peterloo Poets'],4,,,,,,,,,Daddy Edgar's pools,,/type/edition,,,,,,,[{'key': '/works/OL3155091W'}]
0,[{'key': '/authors/OL502657A'}],Jacques Lovichi.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.914'],,,,,,,,,['5124430'],,,['2908805642'],,,/books/OL908766M,[{'key': '/languages/fre'}],/type/datetime,2010-04-14T17:18:23.762326,3,['PQ2672.O85 S64 1995'],['95203345'],,,,,,171.0,,,,,171 p. :,,,fr ,1995,['Marseille'],['Autres temps'],3,['Temps romanesque'],,,,,,(Sultaraveddu),,Sultan des Asphodèles,Le ,/type/edition,,,,,,,[{'key': '/works/OL3155803W'}]
0,[{'key': '/authors/OL61091A'}],"Marie Desjardins, Marc Hébert.","['Hébert, Marc.']",,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['843/.8', 'B']",,,,,,,,,['466526'],,['9803168'],['2893961738'],,,/books/OL90925M,[{'key': '/languages/fre'}],/type/datetime,2010-06-25T01:29:51.043936,4,['PQ2427.S5 D47 1998'],['99200634'],,,,/type/text,Includes bibliographical references (p. 113-116).,119.0,,,,,119 p. :,,,quc,1998,"['Ville de Brossard, Québec, Canada']",['Humanitas'],4,['Collection Reflet'],,,,['19th century'],"['Ségur, Sophie, comtesse de, 1799-1874.', 'Authors, French -- 19th century -- Biography.']","Sophie de Ségur, née Rostopchine",,yeux de la comtesse,Les ,/type/edition,,,,,,,[{'key': '/works/OL749627W'}]
0,[{'key': '/authors/OL56374A'}],Jacques-Pierre Amette.,,,,,[2134123],,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.914'],,,,,,,,,['4700707'],,,['2020235900'],,,/books/OL919247M,[{'key': '/languages/fre'}],/type/datetime,2010-04-14T19:00:53.651555,4,['PQ2661.M4 P76 1995'],['95216620'],,,,,,242.0,,,,,242 p. ;,,,fr ,1995,['Paris'],['Seuil'],4,['Fiction & Cie'],,,,,,roman,,Province,,/type/edition,,,,,,,[{'key': '/works/OL708996W'}]
0,[{'key': '/authors/OL55070A'}],Denise Brahimi.,,,,,[3839208],,/type/datetime,2008-04-01T03:28:50.625462,,,,['843'],,,,,,,,,['3641393'],,,['2738431658'],,,/books/OL921705M,[{'key': '/languages/fre'}],/type/datetime,2010-04-14T19:22:32.056377,4,['PQ3988.5.N6 B73 1995'],['95219694'],,,,/type/text,Includes bibliographical references (p. 181-[182]).,181.0,,,,,"181, [2] p. ;",,,fr ,1995,['Paris'],"[""L'Harmattan"", 'AWAL']",4,,,,,['20th century'],"['North African fiction (French) -- History and criticism.', 'French fiction -- 20th century -- History and criticism.', 'Women in literature.', 'North Africans in literature.']",portraits littéraires,,Maghrébines,,/type/edition,,,,,,,[{'key': '/works/OL698228W'}]
0,[{'key': '/authors/OL511127A'}],Raymond Pollender.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['842'],,,,,,,,,['4085397'],,,['2890056112'],,,/books/OL926919M,[{'key': '/languages/fre'}],/type/datetime,2010-04-14T20:12:33.658888,3,['PQ3919.2.P5775 T59 1995'],['95226259'],,,,/type/text,"""Créée au Cabaret du Musée Juste ... Montréal, le 7 mars 1995""--P. [7].",115.0,,,,,115 p. :,,,quc,1995,"['Montréal, Québec']","['VLB éditeur', 'Distributeur, Les Messageries ADP']",3,,,,,,,théâtre,,"Tizoune, Montréal et les autres",,/type/edition,,,,,,,[{'key': '/works/OL3184849W'}]
0,[{'key': '/authors/OL130216A'}],de Itsjok Katzenelson ; versión de Eliahu Toker ; dibujos de Ester Gurevich.,"['Toker, Eliahu.', 'Gurevich, Ester.']",,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['839/.0913'],,,,,,,,,['3460117'],,['9389287'],['9509927732'],,,/books/OL928030M,[{'key': '/languages/spa'}],/type/datetime,2010-07-30T23:08:41.999105,3,['PJ5129.K38 L484 1993'],['95227627'],,,,,,68.0,,,,,68 p. :,,,ag ,1993,['[Argentina]'],"['Ediciones Arte y Papel', 'M. y B. Zeitune']",3,,,,,,"['Holocaust, Jewish (1939-1945) -- Poetry.']",,,canto del pueblo judío asesinado,El ,/type/edition,,,,,"[""Lid funem oysge'harg'eṭn Yidishn folḳ.""]",,
0,,edited by Jean Bedford.,"['Bedford, Jean, 1946-']",,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['820.8/09287/0994'],,,,,,,,,['1855354'],,['2532222'],['0207186278'],,,/books/OL933290M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T23:10:28.344484,3,['PR9614.52.L68 L68 1995'],['95234201'],,,,,,193.0,,,,['From the sacred to the profane'],"xi, 193 p. ;",,,at ,1995,"['Pymble, NSW', 'New York, NY']","['Angus & Robertson', 'Harper Collins Publishers']",3,,,,,['20th century.'],"['Australian literature -- Women authors.', 'Australian literature -- 20th century.', 'Love -- Literary collections.']",from the sacred to the profane,,Loves,,/type/edition,,,,,,,
0,[{'key': '/authors/OL517292A'}],Joaquim Borges.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"""Historical novel involves Tiradentes, the man who first fought for Brazilian independence from Portugal. Lovers, wife, and children were part of Tiradentes' multifaceted posture as husband, father, and politician (among other roles), and as failed revolutionary to mediocre soldier to a hero praised for the last 300 years. Author, claiming to be among the descendants of the man known as The Martyr of Independence, narrates several aspects of his amorous life through the imaginary voices of the women who filled it""--Handbook of Latin American Studies, v. 58.",['869.3'],,,,,,,,,['4568889'],,,['8585749083'],,,/books/OL940883M,[{'key': '/languages/por'}],/type/datetime,2011-04-28T12:39:20.319954,4,['PQ9698.12.O712 A7 1995'],['95832632'],,,,/type/text,Includes bibliographical references (p. 13).,98.0,,,['33335427'],,98 p. :,,,bl ,1995,"['Rio de Janeiro, RJ']",['JC Editora'],4,['Coleção Romance histórico'],,,,,"['Tiradentes, 1746-1792 -- Fiction.']",,,Anna e outros amores de Tiradentes,,/type/edition,,,,,,,[{'key': '/works/OL3205191W'}]
0,[{'key': '/authors/OL526545A'}],Thomas W. Ross.,,,,,[819374],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.8'],1st ed.,,,,,,,,['161822'],,['817376'],['1571130497'],,,/books/OL964496M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T23:13:45.364603,5,['PR4623.A3 R67 1997'],['96000749'],,,,,,171.0,,,,['Sherlock Holmes handbook'],171 p. :,,,scu,1997,"['Columbia, SC']",['Camden House'],5,,,,,,"['Doyle, Arthur Conan, Sir, 1859-1930 -- Characters -- Sherlock Holmes -- Dictionaries.', 'Holmes, Sherlock (Fictitious character) -- Dictionaries.', 'Detective and mystery stories, English -- Dictionaries.', 'Private investigators in literature -- Dictionaries.']","the Sherlock Holmes handbook : a guide to the Sherlock Holmes stories by Sir Arthur Conan Doyle, persons, places, themes, summaries of all the tales, with commentary on the style of the author",,Good old index,,/type/edition,,,,,,,[{'key': '/works/OL3232099W'}]
0,[{'key': '/authors/OL22672A'}],Ruth Rendell.,,,,,[322892],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st American ed.,,,,,,['IA150801'],['bloodlines00rend'],['83430'],,['93308'],['0517703238'],,,/books/OL964593M,[{'key': '/languages/eng'}],/type/datetime,2012-05-16T18:58:34.217008,9,['PR6068.E63 B56 1996'],['96000852'],,,,,,215.0,bloodlines00rend,,,,215 p. ;,,,nyu,1996,['New York'],['Crown Publishers'],9,,"['marc:marc_records_scriblio_net/part25.dat:165893957:688', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:16281567:1503', 'ia:bloodlines00rend']",,,,"['Detective and mystery stories, English']",long and short stories,,Blood lines,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/random0410/96000852.html'],['http://www.loc.gov/catdir/description/random0410/96000852.html'],,,,[{'key': '/works/OL12188W'}]
0,[{'key': '/authors/OL526602A'}],by Maketa Groves.,,,,,[2079385],,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],1st ed.,,,,,,,,['4480439'],,,['1880684225'],,,/books/OL964610M,[{'key': '/languages/eng'}],/type/datetime,2010-04-14T23:19:50.501620,4,['PS3557.R747 R43 1997'],['96000869'],,,,,,67.0,,,,,67 p. ;,,,ctu,1997,"['Willimantic, Conn']",['Curbstone Press'],4,,,,,,,,,Red hot on a silver note,,/type/edition,,,,,,,[{'key': '/works/OL3232376W'}]
0,[{'key': '/authors/OL27436A'}],M.G. Eberhart ; introduction to the Bison Books edition by M.K. Lorens.,,,,,[1514144],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],,,,,,,,,['1804280'],,['1801584'],['0803267290'],,,/books/OL965411M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T23:14:32.029661,6,['PS3509.B453 F76 1996'],['96001725'],,,,,,312.0,,,,,"x, 312 p. ;",,,nbu,1996,['Lincoln'],['University of Nebraska Press'],6,,"['marc:marc_records_scriblio_net/part25.dat:166626052:622', 'marc:marc_loc_updates/v35.i15.records.utf8:2869310:844']",,,,,,,From this dark stairway,,/type/edition,,,,,,,[{'key': '/works/OL470447W'}]
0,[{'key': '/authors/OL527163A'}],"of Gilo of Paris, and a second, anonymous author ; edited and translated by C.W. Grocock and J.E. Siberry.","['Grocock, C. W.', 'Siberry, Elizabeth.']",,,,[1132446],,/type/datetime,2008-04-01T03:28:50.625462,,,,['873/.03'],[Critical ed. and English translation / by C.W. Grocock].,,,,,,,,['1746453'],,,['0198222742'],,,/books/OL966032M,[{'key': '/languages/eng'}],/type/datetime,2010-04-14T23:54:47.501931,4,['PA8330.G53 D4313 1997'],['96002390'],,,,/type/text,Includes bibliographical references and index.,266.0,,,,['Historia vie Hierosolimitane'],"lxiv, 266 p. :",,,enk,1997,"['Oxford', 'New York']","['Clarendon Press', 'Oxford University Press']",4,['Oxford medieval texts'],,['Jerusalem'],,"['First, 1096-1099', 'Latin Kingdom, 1099-1244']","['Bohemond I, Prince of Antioch, 1058?-1111 -- Poetry.', 'Godfrey, of Bouillon, ca. 1060-1100 -- Poetry.', 'Christian poetry, Latin (Medieval and modern) -- Translations into English.', 'Epic poetry, Latin (Medieval and modern) -- Translations into English.', 'Christian poetry, Latin (Medieval and modern)', 'Epic poetry, Latin (Medieval and modern)', 'Crusades -- First, 1096-1099 -- Poetry.', 'Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Poetry.']",,,Historia vie [sic] Hierosolimitane,The ,/type/edition,,,,,['De via Hierosolymitana.'],,[{'key': '/works/OL3235155W'}]
0,[{'key': '/authors/OL31827A'}],"James Joyce ; text, criticism, and notes edited by Robert Scholes and A. Walton Litz.","['Scholes, Robert E.', 'Litz, A. Walton.']",,,,[99072],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],,,,,,,['IA104022'],['dubliners00joyc_5'],['23292'],,['7941646'],['0140247742'],,,/books/OL966281M,[{'key': '/languages/eng'}],/type/datetime,2012-08-09T12:11:04.085459,9,['PR6019.O9 D8 1996'],['96002650'],,,,/type/text,Includes bibliographical references (p. [447]-455).,492.0,dubliners00joyc_5,,,,"xviii, 492 p. :",,,nyu,1996,['New York'],['Penguin Books'],9,['The Viking critical library'],"['marc:marc_records_scriblio_net/part25.dat:167407003:906', 'marc:marc_loc_updates/v40.i08.records.utf8:3994250:1013', 'ia:dubliners00joyc_5']",['Dublin (Ireland)'],,,"['Joyce, James, 1882-1941', 'Dublin (Ireland) -- Fiction', 'Dublin (Ireland) -- In literature']",,,Dubliners,,/type/edition,,,,,,,[{'key': '/works/OL86329W'}]
0,[{'key': '/authors/OL50876A'}],Stig Holmas ; translated by Anne Born ; illustrations by John Hurford.,"['Hurford, John, ill.']",,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A young Chiricahua Apache boy reluctantly joins his people in the struggle to  defend their traditional homeland in southern Arizona from invaders from both north and south.,['[Fic]'],,,,,,,,,"['2367577', '3481424']",,,"['1571400168', '1571400176']",,,/books/OL968852M,[{'key': '/languages/eng'}],/type/datetime,2010-04-25T00:55:38.359400,6,['PZ7.H7328 Fi 1996'],['96005383'],,,,/type/text,Includes bibliographical references.,,,,,,p. cm.,,,azu,1996,"['Tucson, Az']",['Harbinger House'],6,,"['marc:marc_records_scriblio_net/part25.dat:169741743:1145', 'marc:marc_loc_updates/v37.i38.records.utf8:7786399:1146']","['Southwest, New']",,,"['Chiricahua Indians -- Juvenile fiction', 'Chiricahua Indians -- Fiction', 'Indians of North America -- Southwest, New -- Fiction']",,,Fire wagons,,/type/edition,,,,,['Ildvognene.'],,[{'key': '/works/OL654124W'}]
