,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.amazon,identifiers.amazon.co.uk_asin,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subject_times,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1918325A'}],Una Rothwell ; illustrated by Helen Sallis.,"['Sallis, Helen.']",,,,,/type/datetime,2008-09-18T12:55:51.639985,,,,['823/.9/1'],,,,,,,,,,['6826381'],,,['0707101433'],,,/books/OL15118593M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,['PZ7'],,,,,/type/text,"Originally published, Adelaide, Rigby, 1971.",175.0,,,['16194203'],,"(4),175p. :",,,xxk,1972,['London'],['Gifford'],4,,,,,,"[""Children's stories.""]",,,North to the Isa,,/type/edition,,,,,,,[{'key': '/works/OL6926050W'}]
0,[{'key': '/authors/OL4794348A'}],by Iris Rowland.,,,,,,/type/datetime,2008-09-18T13:41:33.528183,,,,['823/.91'],,,,,,,,,,['6479826'],,,['0709001703'],,,/books/OL15126725M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,5,,,,,,,,160.0,,,['30297057'],,160p. ;,,,xxk,1970,['London'],['Gresham'],5,,,,,,,,,Star-drift,,/type/edition,,,,,,,[{'key': '/works/OL11412999W'}]
0,[{'key': '/authors/OL3575709A'}],,,,,,,/type/datetime,2008-09-18T14:08:39.318048,,,,['823/.914'],,,,,,,,,,['5065557'],,,['070903380X'],,,/books/OL15131318M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,155.0,,,['18814705'],,155p.,,,xxk,1988,,['Hale'],4,,,,,,,,,Corrigan's island.,,/type/edition,,,,,,,[{'key': '/works/OL9574482W'}]
0,[{'key': '/authors/OL3788899A'}],,,,,,,/type/datetime,2008-09-18T14:10:24.346671,,,,['823.914'],,,,,,,,,,['2757499'],,,['070903752X'],,,/books/OL15131592M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,157.0,,,['24753334'],,157p.,,,enk,1990,,['Hale'],4,,,,,,,,,Moonlight shadows.,,/type/edition,,,,,,,[{'key': '/works/OL9803441W'}]
0,[{'key': '/authors/OL4795018A'}],by I. M. Fresson.,,,,,,/type/datetime,2008-09-18T14:24:53.906553,,,,['823/.91'],,,,,,,,,,['5794441'],,,['0709115172'],,,/books/OL15134106M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,189.0,,,['30300622'],,189p. ;,,,xxk,1970,['London'],['Hale'],4,,,,,,,,,Deadly love,,/type/edition,,,,,,,[{'key': '/works/OL11414428W'}]
0,[{'key': '/authors/OL4426593A'}],by John Newton Chance.,,,,,,/type/datetime,2008-09-18T14:30:17.982643,,,,['823/.9/1F'],,,,,,,,,,['3536343'],,,['070912273X'],,,/books/OL15135202M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,189.0,,,['16213875'],,189p. ;,,,xxk,1972,['London'],['Hale'],4,,,,,,,,,Last train to limbo,,/type/edition,,,,,,,[{'key': '/works/OL10632065W'}]
0,[{'key': '/authors/OL1006981A'}],by Carol Hamilton Dyke.,,,,,,/type/datetime,2008-09-18T14:56:01.012230,,,,['823/.9/1F'],,,,,,,,,,['5734262'],,,['0709160135'],,,/books/OL15140624M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,176.0,,,['16360758'],,176p. ;,,,xxk,1977,['London'],['Hale'],4,,,,,,['Fiction in English.'],,,Dragon's bane,,/type/edition,,,,,,,[{'key': '/works/OL4788038W'}]
0,,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['811/.009/971', 'B']",,,,,,,,,,['3887868'],,,['1550221523'],,,/books/OL1514355M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:48:22.546450,3,['PR9190.5 .E29 1993'],['93198524'],,,,/type/text,Includes bibliographical references.,282.0,,,['28589220'],['Biographical guide to Canadian poets.'],282 p. :,,,onc,1993,"['Toronto, Ont']",['ECW Press'],3,,"['marc:marc_records_scriblio_net/part23.dat:198882250:899', 'marc:marc_upei/marc-for-openlibrary-bigset.mrc:119742297:777']",,"['20th century', '19th century']",,"['Canadian poetry -- 20th century -- Bio-bibliography', 'Canadian poetry -- 19th century -- Bio-bibliography', 'Poets, Canadian -- 20th century -- Biography', 'Poets, Canadian -- 19th century -- Biography']",,,ECW's biographical guide to Canadian poets.,,/type/edition,,,,,,,
0,[{'key': '/authors/OL4798431A'}],by Mark Hayman.,,,,,,/type/datetime,2008-09-18T15:11:08.397929,,,,['823/.9/1F'],,,,,,,,,,['5824555'],,,['0709176384'],,,/books/OL15143706M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,174.0,,,['16479048'],,174p. ;,,,xxk,1979,['London'],['Hale'],4,,,,,,['Fiction in English.'],,,Dreams die hard,,/type/edition,,,,,,,[{'key': '/works/OL11420078W'}]
0,[{'key': '/authors/OL1924756A'}],by Marjorie Curtis.,,,,,,/type/datetime,2008-09-18T15:37:56.111671,,,,['823/.914'],,,,,,,,,,['5144241'],,,['0709192894'],,,/books/OL15147261M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,158.0,,,['16556540'],,158p. ;,,,xxk,1981,['London'],['Hale'],4,,,,,,,,,New man at St.Giles,,/type/edition,,,,,,,[{'key': '/works/OL6940651W'}]
0,[{'key': '/authors/OL2654126A'}],illustrated by Tamasin Cole ; story by James Cressey.,"['Cressey, James.']",,,,,/type/datetime,2008-09-18T17:48:25.262795,,,,['823/.914'],,,,,,,,,,['4374668'],,,['0713620404'],,,/books/OL15163869M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,,,,,,,,28.0,,,['15672692'],,(28)p. :,,,xxk,1980,['London'],['Black'],4,,,,,,"[""Children's stories.""]",,,The last trick,,/type/edition,,,,,,,[{'key': '/works/OL7954087W'}]
0,[{'key': '/authors/OL685035A'}],Karl Konrad Polheim.,,,,,,,,,,,['830.9'],,,,,,,,,,['4484546'],,,['3261043318'],,,/books/OL1517088M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T03:48:22.546450,3,['PT75 .P65 1992'],['93202448'],,,,/type/text,Includes bibliographical references.,458.0,,,,,458 p. ;,,,sz ,1992,"['Bern', 'New York']",['P. Lang'],3,,,,,,['German literature -- History and criticism.'],,,Kleine Schriften zur Textkritik und Interpretation,,/type/edition,,,,,,,[{'key': '/works/OL3835994W'}]
0,[{'key': '/authors/OL345427A'}],Mair Wynn Hughes ; darluniau gan Elwyn Ioan.,['Elwyn Ioan.'],,,,,,,,,,['891.6632'],,,,,,,,,,['4143069'],,,['1859021255'],,,/books/OL15191587M,[{'key': '/languages/wel'}],/type/datetime,2010-04-16T09:37:42.216283,3,,,,,,,,48.0,,,,,48p. :,,,wlk,1994,['Llandysul'],['Gomer'],3,,,,,,,,,Wali Wmff yn y ffair,,/type/edition,,,,,,,[{'key': '/works/OL2475554W'}]
0,[{'key': '/authors/OL31827A'}],"a chum James Joyce. Caibidlí 4,5,6 / Séamas Ó hInneirghe, Breasail Uilsean agus SéamasÓ Mongáin a dáistrigh.","['Uilsean, Breasail.', 'Ó hInneirghe, Séamas.', 'Ó Mongáin, Séamas.']",,,,,/type/datetime,2008-09-18T21:09:38.336144,,,,['823/.912'],,,,,,,,,,['4890358'],,,['187053901X'],,,/books/OL15198001M,[{'key': '/languages/iri'}],/type/datetime,2011-10-18T23:19:18.753126,5,,,,,,/type/text,"Translation into Irish of: Ulysses (Chapters 4,5,6).",79.0,,,,,79p. ;,,,xxk,1987,['Béal Feirste'],['Foillseacháin Inis Gleoire'],5,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:696067257:941'],,,,,,,Uiliséas,,/type/edition,,,,,,"['Ulysses. Chapters 4,5,6.']",[{'key': '/works/OL86344W'}]
0,[{'key': '/authors/OL4355570A'}],Tom Raworth. As teascáin den  tsíoraíocht ; Eoghain O hAnluainn.,"['O hAnluainn, Eoghain.']",,,,,/type/datetime,2008-09-18T22:10:05.474112,,,,"['821.914', '891.624']",,,,,,,,,,['2359630'],,['808295'],['1872781004'],,,/books/OL15208148M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,5,,,,,,/type/text,Limited ed. of 140 copies.,,,,['24698317'],,(8)p. ;,,,ie ,1990,['Dublin'],['HardPressed Poetry'],5,,,,,,"['English poetry -- Irish authors -- 20th century.', 'Irish poetry -- 20th century.']",,,From eternal sections,,/type/edition,,,,,,,[{'key': '/works/OL10496215W'}]
0,,edited by Sheila Ashwood.,"['Ashwood, Sheila.']",,,,,,,,,,['823.0108'],,,,,,,,,,['2446834'],,,['1874304513'],,,/books/OL15212389M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T09:37:42.216283,2,,,,,,,,129.0,,,,,129p.,,,enk,1992,['Peterborough'],['New Fiction'],2,,,,,,,,,Shorts from Leicestershire & Warwickshire,,/type/edition,,,,,,,
0,[{'key': '/authors/OL161160A'}],,,,,,,/type/datetime,2008-09-19T09:02:32.446325,,,,['823/.912'],,,,,,,,,,['6341388'],,['944936'],['0947898921'],,,/books/OL15326187M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,5,,,,,,,,248.0,,,['17776196'],,(248)p.,,,xxk,1988,,['Greenhill'],5,,,,,,,,,Bones of the river.,,/type/edition,,,,,,,[{'key': '/works/OL1518045W'}]
0,[{'key': '/authors/OL23352A'}],by Andrei Codrescu.,,,,,[3964100],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['1079286'],,['516211'],['0918273854'],,,/books/OL1536063M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:55:49.112817,5,['PS3553.O3 B45 1991'],['91014096'],,,,,,79.0,,,,,79 p. ;,,,mnu,1991,['Minneapolis'],['Coffee House Press'],5,,,,,,,new poems,,Belligerence,,/type/edition,,,,,,,[{'key': '/works/OL15012468W'}]
0,[{'key': '/authors/OL383641A'}],Julia Briggs.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['823/.912', 'B']",,,,,,,,,,['3531594'],,['1258401'],['156131028X'],,,/books/OL1536791M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,6,['PR4149.B4 Z59 1991'],['91014995'],,,,/type/text,Includes bibliographical references and index.,,,,['23654964'],,p. cm.,,,nyu,1991,['New York'],['New Amsterdam Books'],6,,"['marc:marc_records_scriblio_net/part22.dat:5770631:888', 'marc:marc_loc_updates/v37.i37.records.utf8:4526620:936']",['Great Britain'],['19th century'],,"['Nesbit, E. 1858-1924', 'Fabian Society (Great Britain)', 'Women authors, English -- 19th century -- Biography', 'Women socialists -- Great Britain -- Biography', ""Children's stories -- Authorship""]","the life of E. Nesbit, 1858-1924",,A woman of passion,,/type/edition,,,,,,,[{'key': '/works/OL2633075W'}]
0,[{'key': '/authors/OL18750A'}],Eve Bunting ; illustrated by Lucyna A.M. Green.,"['Green, Lucyna A. M., ill.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Feeling bad about not having a prom date, Donna steps into the street and causes an accident which has interesting results.",['[Fic]'],,,,,['Fiction.'],,,,,['3556263'],,,['0895657724'],,,/books/OL1537987M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,5,['PZ7.B91527 Tw 1991'],['91016359'],,,,,,53.0,,,['23769885'],,53 p. :,,,mnu,1992,"['[Mankato, MN]', 'Chicago']","[""Child's World"", 'Distributed to shools and libraries in the U.S. by Encyclopaedia Britannica Educational Corp.']",5,['Young romance'],['marc:marc_records_scriblio_net/part22.dat:6860838:935'],,,,"['Proms -- Fiction', 'African Americans -- Fiction']",,,Two different girls,,/type/edition,,,,,,,[{'key': '/works/OL97540W'}]
0,[{'key': '/authors/OL19922A'}],,,,,,,/type/datetime,2008-09-19T16:43:25.173201,,,,['813/.54'],,,,,,,,,,['3327128'],,['254540'],['1853811122'],,,/books/OL15380600M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,5,,,,,,,,224.0,,,['20633717'],,(224)p.,,,xxk,1990,,['Virago'],5,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:836495421:523'],,,,,,,Children's games.,,/type/edition,,,,,,,[{'key': '/works/OL80968W'}]
0,[{'key': '/authors/OL622844A'}],Rodney Hall.,,,,,[7041886],/type/datetime,2008-04-01T03:28:50.625462,,,,['823'],,,,,['Fiction.'],['IA171101'],['secondbridegroom00hall'],,,['4460846'],,['936592'],['0374256683'],,,/books/OL1539934M,[{'key': '/languages/eng'}],/type/datetime,2012-02-14T11:52:38.811087,6,['PR9619.3.H285 S4 1991'],['91018507'],,,,,,214.0,secondbridegroom00hall,,,,214 p. ;,,,nyu,1991,['New York'],['Farrar Straus Giroux'],6,,['ia:secondbridegroom00hall'],['Australia'],['1788-1851'],,"['Aboriginal Australians -- Fiction.', 'Australia -- History -- 1788-1851 -- Fiction.']",,,The second bridegroom,,/type/edition,,,,,,,[{'key': '/works/OL3642504W'}]
0,[{'key': '/authors/OL233930A'}],by Beverly Gherman.,,,,,[433332],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Describes the life of the popular author of poems, essays, short stories for adults, and books for children.","['818/.5209', 'B']",1st ed.,,,,,['IA135517'],['ebwhitesomewrite00gher'],,,['4294375'],,['1205309'],['0689316720'],,,/books/OL1540400M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T20:34:59.360219,7,['PS3545.H5187 Z66 1992'],['91019012'],,,,/type/text,Includes bibliographical references (p. 134-135) and index.,136.0,,,['23900580'],,136 p. :,,,nyu,1992,"['New York', 'Toronto', 'New York']","['Atheneum', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",7,,,,['20th century'],,"['White, E. B. 1899-  -- Juvenile literature.', 'White, E. B. 1899-', 'Authors, American -- 20th century -- Biography -- Juvenile literature.', 'Authors, American.']",some writer!,,E.B. White,,/type/edition,,,,,,,[{'key': '/works/OL1950708W'}]
0,[{'key': '/authors/OL766600A'}],Suzan St. Maur.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['808.5'],,,,,,,,,,['4145611'],,,['0077073495'],,,/books/OL1540563M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,['PN4142 .S67 1991'],['91019194'],,,,/type/text,Includes index.,256.0,,,['23766281'],,"xiv, 256 p. ;",,,enk,1991,"['London', 'New York']",['McGraw-Hill'],4,,,,,,"['Speechwriting.', 'Business presentations.', 'Video authorship.', 'Business communication -- Audio-visual aids.', 'Industrial television -- Authorship.']",,,"Writing your own scripts and speeches for corporate television, audio-visual, and live presentations",,/type/edition,,,,,,,[{'key': '/works/OL4092870W'}]
0,[{'key': '/authors/OL30905A'}],Lee Wardlaw.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,It doesn't take much to be a seventh-grade weirdo when your name is Christopher Robin and you're the older brother of a five-year-old genius named Winnie.,['[Fic]'],,,,,,,,,,['2578463'],,['1681567'],['0590448056'],,,/books/OL1540651M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,6,['PZ7.W2174 Se 1992'],['91019294'],,,,,,149.0,,,['23900816'],,149 p. ;,,,nyu,1992,['New York'],['Scholastic'],6,,"['marc:marc_records_scriblio_net/part22.dat:9242055:794', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:11961134:1249']",,,,"['Schools -- Fiction', 'Interpersonal relations -- Fiction', 'Family life -- Fiction']",,,The seventh-grade weirdo,,/type/edition,,,,,,,[{'key': '/works/OL15286957W'}]
0,[{'key': '/authors/OL32571A'}],Carol Dawson.,,,,,[721474],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA170301'],,,,['807017'],,['521955'],['0945575653'],,,/books/OL1541461M,[{'key': '/languages/eng'}],/type/datetime,2012-02-10T18:44:04.970531,6,['PS3554.A947 W35 1992'],['91020193'],,,,,,300.0,wakingspellnovel00daws,,,,300 p. ;,,,ncu,1992,"['Chapel Hill, N.C']",['Algonquin Books of Chapel Hill'],6,,"['marc:marc_records_scriblio_net/part22.dat:9960478:707', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:11403726:1004', 'ia:wakingspellnovel00daws']",['Texas'],,,"['Mothers and daughters -- Fiction', 'Texas -- Fiction']",a novel,,The waking spell,,/type/edition,,,,,,,[{'key': '/works/OL16501642W'}]
0,[{'key': '/authors/OL398691A'}],Linda Grant.,,,,,[6636408],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['IA127607'],,,,['2709446'],,['424201'],['0684193795'],,,/books/OL1543247M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T03:20:26.860598,8,['PS3573.I44975 L68 1991'],['91022175'],,,,/type/text,"""A Scribner crime novel""--Jkt.",277.0,lovenormoneycath00gran,,['24010722'],,277 p. ;,,,nyu,1991,"['New York', 'Toronto', 'New York']","[""Scribner's"", 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",8,,,"['San Francisco (Calif.)', 'California', 'San Francisco']",,,"['Sayler, Catherine (Fictitious character) -- Fiction', 'Women private investigators -- California -- San Francisco -- Fiction', 'San Francisco (Calif.) -- Fiction']",a Catherine Sayler mystery,,Love nor money,,/type/edition,,,,,,,[{'key': '/works/OL2723312W'}]
0,[{'key': '/authors/OL768282A'}],Robert C. Conard.,,,,,[1620145],,,,,,['833/.914'],,,,,,,,,,['69894'],,,['0872497798'],,,/books/OL1545861M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:49:57.848880,4,['PT2603.O394 Z597 1991'],['91025072'],,,,/type/text,Includes bibliographical references (p. 168-175) and index.,182.0,,,,,"xx, 182 p. ;",,,scu,1992,"['Columbia, S.C']",['University of South Carolina Press'],4,['Understanding modern European and Latin American literature'],,,,,"['Böll, Heinrich, 1917-  -- Criticism and interpretation.']",,,Understanding Heinrich Böll,,/type/edition,,,,,,,[{'key': '/works/OL4100164W'}]
0,[{'key': '/authors/OL768384A'}],Sarah Devon.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,,,,,,['3591453'],,,['0792708237'],,,/books/OL1546190M,[{'key': '/languages/eng'}],/type/datetime,2016-05-26T17:30:46.415233,5,['PR6054.E926 T6 1992'],['91025439'],,,"""Curley large print""--Cover.",,,166.0,,,['24068421'],,166 p. (large print) ;,,,mau,1992,"['South Yarmouth, Ma']",['Curley'],5,,,,,,['Large type books.'],,,"To Laura, With Love",,/type/edition,,,,,,,[{'key': '/works/OL4100563W'}]
0,[{'key': '/authors/OL407143A'}],Irene Lurkis Clark.,,,,,[6610191],/type/datetime,2008-04-01T03:28:50.625462,,,,['808/.042'],,,,,,['IA124803'],,,,"['3538015', '4046997']",,,"['0673466108', '0673460274']",,,/books/OL1547229M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T16:48:32.773679,6,['PE1478 .C55 1991'],['91026589'],,,,/type/text,Includes indexes.,626.0,takingstandguide00clar,,,,"xiii, 626 p. :",,,nyu,1992,['New York'],['HarperCollins'],6,,,,,,"['English language -- Rhetoric', 'Report writing']",a guide to the researched paper with readings,,Taking a stand,,/type/edition,,,,,,,[{'key': '/works/OL2767606W'}]
0,[{'key': '/authors/OL769127A'}],by Maurice Pitchon.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,,,['4716204'],,,['0963031104'],,,/books/OL1548545M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,['PS3566.I82 M53 1991'],['91028035'],,,,,,287.0,,,['24173820'],,287 p. ;,,,flu,1991,"['Miami, Fla']",['Miami Zeitung'],4,,,,,,,a novel,,Miami first,,/type/edition,,,,,,,[{'key': '/works/OL4103405W'}]
0,[{'key': '/authors/OL21589A'}],Euripides ; translated by Richmond Lattimore.,"['Lattimore, Richmond Alexander, 1906-']",,,,[121911],/type/datetime,2008-04-01T03:28:50.625462,,,,['882/.01'],,,,,,,,,,['482315'],,['493044'],['019507291X'],,,/books/OL1549960M,[{'key': '/languages/eng'}],/type/datetime,2014-07-28T23:41:46.118303,8,['PA3975.I8 L3 1992'],['91029620'],,,,/type/text,First published in 1973 by Oxford University Press.,88.0,iphigeneiatauris00euri_540,,,,"x, 88 p. ;",,,nyu,1992,['New York'],['Oxford University Press'],8,['The Greek tragedy in new translations'],"['marc:marc_records_scriblio_net/part22.dat:17569053:858', 'marc:marc_loc_updates/v35.i20.records.utf8:3325070:1067', 'ia:iphigeneiatauris00euri']",,,,['Iphigenia (Greek mythology) -- Drama'],,,Iphigeneia in Tauris,,/type/edition,,,,,['Iphigenia in Tauris.'],,[{'key': '/works/OL66499W'}]
0,[{'key': '/authors/OL21284A'}],Eric A. Kimmel ; pictures by Blanche Sims.,"['Sims, Blanche, ill.']",,,,[104714],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A young girl brings her pets to the library--with predictably disastrous results.,['[E]'],,,,,,['IA183901'],['itookmyfrogtolib00kimm'],,,['843918'],,['370179'],['014050916X'],,,/books/OL1550452M,[{'key': '/languages/eng'}],/type/datetime,2012-05-09T19:04:55.435272,6,['PZ7.K5648 Iat 1992'],['91030164'],,,,/type/text,"""Ages 3-8"".--Cover p. 4.
""First published in the United States of America by Viking Penguin ... 1990""--T.p. verso.",,,,,,1 v. (unpaged) :,,,nyu,1992,"['New York, N.Y., U.S.A']",['Puffin Books'],6,['Picture puffins'],"['marc:marc_records_scriblio_net/part22.dat:18020774:967', 'ia:itookmyfrogtolib00kimm']",,,,"['Pets -- Fiction', 'Libraries -- Fiction']",,,I took my frog to the library,,/type/edition,,,,,,,[{'key': '/works/OL48702W'}]
0,[{'key': '/authors/OL238838A'}],Robert Goddard.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,,,,,,['2746188'],,,['0816152330'],,,/books/OL1552623M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,['PR6057.O33 I57 1992'],['91032556'],,,,,,640.0,,,['24319141'],,640 p. ;,,,mau,1992,"['Boston, Mass']",['G.K. Hall'],4,['G.K. Hall large print book series'],,,,,['Large type books.'],,,Into the blue,,/type/edition,,,,,,,[{'key': '/works/OL1984986W'}]
0,[{'key': '/authors/OL770647A'}],written by Carole Webb Moore-Slater ; illustrated by Leslie Morales.,"['Morales, Leslie, ill.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Dana learns that guns are dangerous when he plays with a friend's BB gun and a tragedy occurs.,['[E]'],Rev. ed.,,,,,,,,,['260342'],,,['0377002461'],,,/books/OL1553390M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T11:54:01.373230,4,['PZ7.M788157 Dan 1992'],['91033403'],,,,,,,,,['24628938'],,1 v. (unpaged) :,,,nyu,1992,['New York'],['Friendship Press'],4,,,,,,"['Firearms -- Fiction.', 'Safety -- Fiction.']",,,Dana doesn't like guns anymore,,/type/edition,,,,,,,[{'key': '/works/OL4109813W'}]
0,[{'key': '/authors/OL272623A'}],by William Anderson.,,,,,"[4435852, 3971136, 23541]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A biography of the writer whose pioneer life on the American prairie became the basis for her ""Little House"" books.","['813/.52', 'B']",1st ed.,,,,"['Juvenile literature.', 'Biography']",,,,,"['2216839', '6330272']",,['122400'],"['0060201134', '0060201142']",,,/books/OL1553750M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T04:15:15.783144,5,['PS3545.I342 Z555 1992'],['91033805'],,,,/type/text,Includes index.,240.0,,,,,240 p. ;,,,nyu,1992,"['New York, NY']",['HarperCollins'],5,,,['United States'],['20th century'],,"['Wilder, Laura Ingalls, 1867-1957 -- Juvenile literature.', 'Wilder, Laura Ingalls, 1867-1957.', 'Authors, American -- 20th century -- Biography -- Juvenile literature.', 'Frontier and pioneer life -- United States -- Juvenile literature.', ""Children's stories -- Authorship -- Juvenile literature."", 'Authors, American.', 'Frontier and pioneer life.']",a biography,,Laura Ingalls Wilder,,/type/edition,,,,,,,[{'key': '/works/OL2161977W'}]
