,authors,by_statement,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,identifiers.oclc,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1549832A'}],Anita Clair Fellman.,,,,,/type/datetime,2008-09-23T21:04:25.351943,,,,['813/.52'],,,,,,,,['2900995'],,['5364923'],,,['9780826218032'],,/books/OL16414019M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T04:29:33.597397,7,['PS3545.I342 Z643 2008'],['2008000827'],,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm.,,,mou,2008,['Columbia'],['University of Missouri Press'],7,,"['marc:marc_loc_updates/v36.i02.records.utf8:14871718:1357', 'marc:marc_loc_updates/v36.i18.records.utf8:18786329:1369', 'marc:marc_loc_updates/v36.i25.records.utf8:13413272:1369', 'marc:marc_loc_updates/v37.i35.records.utf8:39350134:1463']",,,"['Wilder, Laura Ingalls, -- 1867-1957 -- Criticism and interpretation', 'Wilder, Laura Ingalls, -- 1867-1957', 'Wilder, Laura Ingalls, -- 1867-1957 -- Political and social views', 'Wilder, Laura Ingalls, -- 1867-1957 -- Influence', 'Individualism in literature', 'Conservatism in literature', 'Politics and literature -- United States']",Laura Ingalls Wilder's impact on American culture,"[{'type': {'key': '/type/toc_item'}, 'title': 'Growing up in little houses'}, {'type': {'key': '/type/toc_item'}, 'title': 'Creating The little house'}, {'type': {'key': '/type/toc_item'}, 'title': 'Revisiting The little houses'}, {'type': {'key': '/type/toc_item'}, 'title': 'Little house in the classroom'}, {'type': {'key': '/type/toc_item'}, 'title': 'The little house readers at home'}, {'type': {'key': '/type/toc_item'}, 'title': 'The little house books in public'}, {'type': {'key': '/type/toc_item'}, 'title': 'The little house in American politics.'}]","Little house, long shadow",,,,/type/edition,,,,,,,[{'key': '/works/OL6093301W'}]
0,[{'key': '/authors/OL18977A'}],by Nora Roberts.,,,,,/type/datetime,2008-09-24T01:27:08.053933,,,,['813/.54'],,,,,['Fiction.'],,,['2950813'],,['2235124'],,['1597226823'],['9781597226820'],,/books/OL16444469M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T04:35:09.587719,7,['PS3568.O243 S47 2008'],['2008002718'],,,,,,,,,,,p. cm.,,,meu,2008,"['Waterville, Me']",['Wheeler Pub.'],7,['Stars of Mithra series -- #3'],"['marc:marc_loc_updates/v36.i04.records.utf8:22594908:695', 'marc:marc_loc_updates/v36.i22.records.utf8:7185095:707']",,,"['Diamonds -- Fiction', 'Large type books']",,,Secret star,,,,/type/edition,,,,,,,[{'key': '/works/OL111526W'}]
0,[{'key': '/authors/OL808373A'}],Helius Eobanus Hessus ; herausgegeben und übersetzt von Harry Vredeveld.,"['Vredeveld, Harry.']",,,,,,,,,['871/.04'],,,,,['Translations into German.'],,,['5131833'],,,,['3261039337'],,,/books/OL1648770M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T03:54:24.669004,3,['PA8527.H4 A487 1990'],['91206166'],,,,,,,,,,,v. <3   > ;,,,sz ,1990,"['Bern', 'New York']",['P. Lang'],3,"['Mittlere deutsche Literatur in Neu- und Nachdrucken ;', 'Bd. 39-', 'Mittlere deutsche Literatur in Neu- und Nachdrucken ;', 'Bd. 39, etc.']",,,,"['Hessus, Helius Eobanus, 1488-1540 -- Translations into German.', 'Latin poetry, Medieval and modern -- Translations into German.']",,"[{'value': '', 'type': '/type/text'}, {'value': '3. Bd. Dichtungen der Jahre 1528-1537.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]","Dichtungen, Lateinisch und Deutsch",,,,/type/edition,,,,,['Works.'],,[{'key': '/works/OL4224059W'}]
0,[{'key': '/authors/OL248466A'}],Sherri Rifkin.,,,,[5341602],/type/datetime,2008-09-24T07:37:55.624169,,,,['813/.6'],1st ed.,,,,['Fiction.'],['IA151001'],['lovehamptonnovel00rifk'],['2498073'],,['5419723'],,['0312380216'],['9780312380212'],,/books/OL16488270M,[{'key': '/languages/eng'}],/type/datetime,2014-04-05T20:39:29.449567,15,['PS3618.I3937 L68 2008'],['2008003149'],,,,,,,lovehamptonnovel00rifk,,['181601322'],,p. cm.,,,nyu,2008,['New York'],"[""St. Martin's Griffin""]",15,,"['marc:marc_loc_updates/v36.i06.records.utf8:14284450:966', 'marc:marc_loc_updates/v36.i24.records.utf8:9451600:1165', 'marc:marc_loc_updates/v36.i25.records.utf8:13501419:1165', 'marc:marc_loc_updates/v36.i26.records.utf8:9109045:1165', 'ia:lovehamptonnovel00rifk']",,,"['Women television producers and directors -- Fiction', 'Roommates -- Fiction', 'Summer resorts -- Fiction', 'Hamptons (N.Y.) -- Fiction']",,,LoveHampton,,,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/enhancements/fy0809/2008003149-b.html', 'http://www.loc.gov/catdir/enhancements/fy0809/2008003149-d.html']","['http://www.loc.gov/catdir/enhancements/fy0809/2008003149-b.html', 'http://www.loc.gov/catdir/enhancements/fy0809/2008003149-d.html']",,,,[{'key': '/works/OL2045855W'}]
0,[{'key': '/authors/OL20390A'}],Melody Carlson.,,,,,/type/datetime,2008-09-24T08:03:16.013537,,,,['813/.54'],Center point large print ed.,,,,['Fiction.'],,,['3312926'],,['2378772'],,,['9781602852099'],,/books/OL16490455M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T04:38:23.625404,5,['PS3553.A73257 W48 2008'],['2008005699'],,,,/type/text,Stories with a Christian perspective.,,,,,,p. cm.,,,meu,2008,"['Thorndike, Me']",['Center Point Pub.'],5,,"['marc:marc_loc_updates/v36.i06.records.utf8:15279591:844', 'marc:marc_loc_updates/v36.i26.records.utf8:9248913:838']",,,"['Bed and breakfast accommodations -- Fiction', 'Sisters -- Fiction', 'Large type books', 'Pennsylvania -- Fiction']",,,Winter wonders,,,,/type/edition,,,,,,,[{'key': '/works/OL112023W'}]
0,[{'key': '/authors/OL5043295A'}],Maria Gloria Melgarejo Granada.,,,,,/type/datetime,2008-09-24T09:57:01.392171,,,,['841/.8'],,,,,,,,['7032256'],,,,,['9781433100871'],,/books/OL16504985M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T13:10:19.101892,6,['PQ2344.Z5 M44 2008'],['2008006196'],,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm.,,,nyu,2008,['New York'],['P. Lang'],6,['Currents in comparative Romance languages and literatures -- v. 159'],"['marc:marc_loc_updates/v36.i07.records.utf8:8775817:912', 'marc:marc_loc_updates/v36.i12.records.utf8:12463187:918', 'marc:marc_loc_updates/v36.i42.records.utf8:17708988:895', 'marc:marc_loc_updates/v37.i35.records.utf8:43906666:1207']",,,"['Mallarmé, Stéphane, -- 1842-1898 -- Criticism and interpretation']",Mallarmé et le 'génie' du livre inachevé/poésie et dédoublement esthétique : poésie et dédoublement esthétique,,Fragments et obstacles,,,,/type/edition,,,,,,,[{'key': '/works/OL11817862W'}]
0,[{'key': '/authors/OL5043369A'}],by Melanie Dobson.,,,,,/type/datetime,2008-09-24T09:59:26.383316,,,,['813/.6'],,,,,['Fiction.'],,,['3030208'],,['6350656'],,,['9780825424434'],,/books/OL16505263M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,7,['PS3604.O25 B57 2008'],['2008006534'],,,,,,,,,['192134420'],,p. cm.,,,miu,2008,"['Grand Rapids, MI']",['Kregel Publications'],7,,"['marc:marc_loc_updates/v36.i07.records.utf8:8906428:832', 'marc:marc_loc_updates/v36.i40.records.utf8:7465141:1021', 'marc:marc_loc_updates/v36.i47.records.utf8:6437306:1021']",,,"['Women college students -- Fiction', 'Americans -- Germany -- Fiction', 'Family secrets -- Fiction', 'Cults -- Fiction', 'Mothers and daughters -- Fiction', 'Sisters -- Fiction']",a novel,,The black cloister,,,,/type/edition,,,,,,,[{'key': '/works/OL11817997W'}]
0,[{'key': '/authors/OL26639A'}],by Lisa Trumbauer ; illustrated by Brent Schoonover.,"['Schoonover, Brent, ill.']",,,,/type/datetime,2008-09-25T09:10:15.395893,,,,['[Fic]'],,,,,['Fiction.'],,,"['6895466', '5848208']",,['8642475'],,,"['9781434207531', '9781434208491']",,/books/OL16636343M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T04:51:18.931407,6,['PZ7.7.T78 St 2009'],['2008006252'],,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm.,,,mnu,2009,['Minneapolis'],['Stone Arch Books'],6,['Graphic flash'],"['marc:marc_loc_updates/v36.i09.records.utf8:14782385:969', 'marc:marc_loc_updates/v36.i34.records.utf8:12989619:1018', 'marc:marc_loc_updates/v38.i08.records.utf8:12330221:1018']",,,"['Graphic novels', 'Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction', 'Texas -- History -- Revolution, 1835-1836 -- Fiction']",remembering the Alamo,,Standoff,,,,/type/edition,,,,,,,[{'key': '/works/OL15039318W'}]
0,[{'key': '/authors/OL1519843A'}],Kaya McLaren.,,,,,/type/datetime,2008-09-25T09:22:16.183152,,,,['813/.6'],Rev. ed.,,,,['Fiction.'],,,['3416178'],,['1333103'],,,['9780143113423'],,/books/OL16637946M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,7,['PS3613.C57 C48 2008'],['2008008891'],,,,,,,,,['212410175'],,p. cm.,,,nyu,2008,['New York'],['Penguin Books'],7,,"['marc:marc_loc_updates/v36.i09.records.utf8:15688917:592', 'marc:marc_loc_updates/v36.i24.records.utf8:9667546:597', 'marc:marc_loc_updates/v36.i35.records.utf8:7209115:597']",,,"['Friendship -- Fiction', 'Oregon -- Fiction']",,,Church of the dog,,,,/type/edition,,,,,,,[{'key': '/works/OL6041206W'}]
0,[{'key': '/authors/OL1516243A'}],by John Isles.,,,,,/type/datetime,2008-09-25T09:27:04.612547,,,,['811/.6'],,,,,,,,['4790187'],,,,['1587296861'],['9781587296864'],,/books/OL16638590M,[{'key': '/languages/eng'}],/type/datetime,2010-04-24T19:02:51.403459,6,['PS3609.S58 I58 2008'],['2008009628'],,,,,,,,,,,p. cm.,,,iau,2008,['Iowa City'],['University of Iowa Press'],6,['Kuhl House poets'],"['marc:marc_loc_updates/v36.i09.records.utf8:15995019:588', 'marc:marc_loc_updates/v36.i37.records.utf8:13103061:585', 'marc:marc_loc_updates/v38.i01.records.utf8:2805940:585']",,,,poems,,Inverse sky,,,,/type/edition,,,,,,,[{'key': '/works/OL6032559W'}]
0,[{'key': '/authors/OL814724A'}],Julio Corredor.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['861/.62'],,,,,,,,['3755289'],,,,['9802120774'],,,/books/OL1664804M,[{'key': '/languages/spa'}],/type/datetime,2011-04-26T13:19:59.524026,4,['PQ6615.E57 Z618 1991'],['91230193'],,,,/type/text,Includes bibliographical references (p. [99]-102) and index.,102.0,,,['25373317'],,"xx, 102 p. ;",,,ve ,1991,['Valencia'],['Vadell Hnos. Editores'],4,,,,,"['Hernández, Miguel, 1910-1942 -- Literary style.', 'Symbolism in literature.']",,,El símbolo en la poesía de Miguel Hernández,,,,/type/edition,,,,,,,[{'key': '/works/OL4241137W'}]
0,[{'key': '/authors/OL4331550A'}],Peter Handke ; translated by Ralph Manheim.,,,,,/type/datetime,2008-09-25T13:43:06.851093,,,,['833/.914'],1st British ed. --,,,,,,,"['2753767', '1348459']",,['1498747'],,"['041362840X', '0374102074']",,,/books/OL16674183M,[{'key': '/languages/eng'}],/type/datetime,2011-01-04T22:52:55.644806,7,['PT2668.A5 N3413 1989'],,,,,/type/text,Translation of: Nachmittag eines Schriftstellers.,86.0,,,,,86 p.,,,enk,1989,['London'],['Methuen'],7,,,,,,,,The afternoon of a writer,,,,/type/edition,,,,,,['Nachmittag eines Schriftstellers.'],[{'key': '/works/OL15269506W'}]
0,[{'key': '/authors/OL5095384A'}],written and illustrated by Alan Workman.,,,,,/type/datetime,2008-09-25T15:28:00.893907,,,,['823/.914'],,,,,,,,['2859305'],,,,['1870756002'],,,/books/OL16693074M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,4,['PZ7'],,,,,,,100.0,,,['16866264'],,(100)p. :,,,xxk,1987,['East Grinstead'],['Somewhere Books'],4,,,,,,,,Wallace Winkle's journey,,,,/type/edition,,,,,,,[{'key': '/works/OL11890042W'}]
0,[{'key': '/authors/OL4332672A'}],"Yevgeny Yevtushenko ; foreword by Harrison E. Salisbury ; translated from the Russian by Antonina W. Bouis, Albert  C. Todd and Yevgeny Yevtushenko.","['Bouis, AntoninaW.', 'Todd, Albert C.']",,,,/type/datetime,2008-09-25T15:37:52.339483,,,,['891.78/4409'],,,,,,,,['2197773'],,['1433464'],,"['0714528730', '0714528749']",,,/books/OL16694224M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T05:01:40.131143,4,['PG3476.E96'],,,,,,,146.0,,,,,"ix,146p. ;",,,xxk,1987,['London'],['Boyars'],4,,,,,,,,Almost at the end,,,,/type/edition,,,,,,['Poems.'],[{'key': '/works/OL10442804W'}]
0,[{'key': '/authors/OL39212A'}],Harold Pinter ; edited and with an introduction by Margaret Rose.,"['Rose, Margaret A. 1947-']",,,,/type/datetime,2008-09-25T16:02:10.022476,,,,['822.914'],Educational ed.,,,,,,,['2450648'],,['174476'],,['0571167357'],,,/books/OL16696378M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T05:01:40.131143,4,,,,,,/type/text,"Originally published, London: Eyre Methuen, 1960  London: Faber and Faber, 1991.",128.0,,,,,(128)p. :,,,enk,1993,['London'],['Faber and Faber'],4,,,,,,,,caretaker,The ,,,/type/edition,,,,,,,[{'key': '/works/OL550888W'}]
0,[{'key': '/authors/OL5096627A'}],written and illustrated by Asuka Komai.,,,,,/type/datetime,2008-09-25T16:21:25.693431,,/type/text,"On an October night, the brightly shining moon looks down on earth and silently observes the goings-on, from a young man looking for a ride on a deserted road to a cat crying for its lost kitten.",['[E]'],1st ed.,,,,['Fiction.'],,,['7061054'],,,,['1601080174'],['9781601080172'],,/books/OL16698291M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,7,['PZ7.K83468 Oc 2009'],['2008004336'],,,,,,,,,['213598634'],,p. cm.,,,cau,2009,"['San Diego, CA']",['Red Cygnet Press'],7,,"['marc:marc_loc_updates/v36.i12.records.utf8:12419803:836', 'marc:marc_loc_updates/v38.i08.records.utf8:12117825:836', 'marc:marc_loc_updates/v38.i10.records.utf8:6400996:836']",,,['Moon -- Fiction'],,,October moon,,,,/type/edition,,,,,,,[{'key': '/works/OL11891699W'}]
0,[{'key': '/authors/OL2463499A'}],Julia Leigh.,,,,[6962274],/type/datetime,2008-09-25T16:46:28.397471,,,,['823/.914'],,,,,"['Fiction', 'Fiction.']",['IA141119'],['disquiet00leig'],['2786806'],,['5262384'],,,['9780143113508'],,/books/OL16700802M,[{'key': '/languages/eng'}],/type/datetime,2011-11-09T09:37:30.700726,9,['PR9619.3.L4417 D57 2008'],['2008012420'],,,,,,,disquiet00leig,,['214065272'],,p. cm.,,,nyu,2008,['New York'],['Penguin Books'],9,,"['marc:marc_loc_updates/v36.i12.records.utf8:13522305:749', 'marc:marc_loc_updates/v36.i49.records.utf8:7696461:872', 'marc:marc_loc_updates/v36.i50.records.utf8:6533519:872', 'marc:marc_loc_updates/v37.i23.records.utf8:7765724:872', 'ia:disquiet00leig']",,,"['Family reunions -- Fiction', 'Abused wives -- Fiction', 'Bereavement -- Psychological aspects -- Fiction', 'Children -- Death -- Fiction', 'France -- Fiction']",,,Disquiet,,,,/type/edition,,,,,,,[{'key': '/works/OL16071023W'}]
0,[{'key': '/authors/OL5100395A'}],,,,,,/type/datetime,2008-09-25T18:12:43.350697,,,,['823.914'],,,,,,,,['6574976'],,,,['075151344X'],,,/books/OL16712870M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,4,,,,,,,,205.0,,,['60223371'],,205p.,,,enk,1995,['London'],['X Libris'],4,,,,,,,,A slave to his kiss.,,,,/type/edition,,,,,,,[{'key': '/works/OL11897128W'}]
0,[{'key': '/authors/OL2285709A'}],written and illustrated by Donald Bisset.,,,,,/type/datetime,2008-09-25T18:22:03.930084,,,,['823/.9/1J'],,,,,,,,['6645081'],,['2907367'],,['0140308695'],,,/books/OL16714681M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,5,,,,,,/type/text,"Originally published: London : Methuen, 1974.",77.0,,,['16365189'],,77p. :,,,xxk,1976,['Harmondsworth (etc.)'],['Puffin Books'],5,['A young puffin'],,,,"[""Children's stories.""]",,,The adventures of Mandy Duck,,,,/type/edition,,,,,,,[{'key': '/works/OL7507182W'}]
0,[{'key': '/authors/OL2656850A'}],by Miss Read ; illustrated by Clare Dawson.,,,,,/type/datetime,2008-09-25T19:35:52.176586,,,,['828/.91408'],,,,,,,,['2827296'],,['1239971'],,['0140106375'],,,/books/OL16729472M,[{'key': '/languages/eng'}],/type/datetime,2013-03-30T03:31:17.046272,6,,,,,,/type/text,"Originally published, London , Joseph, 1971.",60.0,,,['19065565'],,60p. :,,,xxk,1988,['London'],['Penguin'],6,,,,,,,,Tiggy,,,,/type/edition,,,,,,,[{'key': '/works/OL501969W'}]
0,[{'key': '/authors/OL1479400A'}],Delia Parr.,,,,,/type/datetime,2008-09-25T21:15:30.405105,,,,['813/.54'],,,,,['Fiction.'],,,['7324098'],,['4535136'],,,['9781602851559'],,/books/OL16745009M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,6,['PS3566.A7527 C37 2008'],['2007046990'],,,,,,303.0,,,['181517216'],,303 p. (large print) ;,,,meu,2008,"['Thorndike, Me']",['Center Point Pub.'],6,,"['marc:marc_loc_updates/v36.i14.records.utf8:9882172:671', 'marc:marc_loc_updates/v37.i27.records.utf8:60343411:673']",,,"['Care of the sick -- Fiction', 'Family -- Fiction', 'Large type books']",,,Carry the light,,,,/type/edition,,,,,,,[{'key': '/works/OL5961494W'}]
0,[{'key': '/authors/OL121249A'}],(by) Eric Linklater ; illustrated by Nicolas Bentley.,"['Bentley, Nicolas, 1907-1978.']",,,,/type/datetime,2008-09-25T22:55:52.783338,,,,['823/.9/1J'],,,,,,,,['2657285'],,['274438'],,['0140305432'],,,/books/OL16758708M,[{'key': '/languages/eng'}],/type/datetime,2011-11-06T03:18:18.021052,5,['PZ7'],,,,,/type/text,"Originally published, London: Macmillan, 1944.",302.0,,,,,302p. :,,,xxk,1972,['Harmondsworth'],['Penguin'],5,['Puffin books'],,,,"[""Children's stories.""]",,,The wind on the moon,,,,/type/edition,,,,,,,[{'key': '/works/OL1201302W'}]
0,[{'key': '/authors/OL5124134A'}],Josephine Lehman Thomas ; illustrated by Julie Goldstein.,,,,,/type/datetime,2008-09-26T03:06:36.749412,,,,['809'],,,,,['Miscellanea.'],,,['4373345'],,['9311297'],,,['9781593220402'],,/books/OL16796027M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,8,['CT275.T55395 A3 2008'],['2008013486'],,,,,,,,,['226036934'],,p. cm.,,,nju,2008,"['West Creek, N.J']",['Down The Shore Pub.'],8,,"['marc:marc_loc_updates/v36.i16.records.utf8:11532458:841', 'marc:marc_loc_updates/v38.i08.records.utf8:13244524:841', 'marc:marc_loc_updates/v38.i27.records.utf8:7989669:844', 'marc:marc_loc_updates/v38.i22.records.utf8:3901599:844']",,,"['Thomas, Josephine Lehman, -- d. 1959 -- Miscellanea', 'Authors, American -- New Jersey -- Miscellanea', ""Fishers' spouses -- New Jersey -- Miscellanea"", 'Writing -- Miscellanea', 'New Jersey -- Miscellanea']",,,The fisherman's wife,,,,/type/edition,,,,,,,[{'key': '/works/OL11929060W'}]
0,[{'key': '/authors/OL5139752A'}],Sean Michael Bailey.,,,,,/type/datetime,2008-09-26T09:11:55.476396,,,,['813/.6'],1st ed.,,,,['Fiction.'],,,['3401074'],,['7824732'],,['1594146365'],['9781594146367'],,/books/OL16853757M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,6,['PS3602.A5533 A615 2008'],['2007041919'],,,,,,403.0,,,['174138885'],,403 p. ;,,,meu,2008,"['Waterville, Me']",['Five Star'],6,,,,,['Airlines -- Fiction.'],a novel,,1787,,,,/type/edition,,,,,,,[{'key': '/works/OL11951295W'}]
0,[{'key': '/authors/OL1390723A'}],[written by Emma Chastain].,,,,,/type/datetime,2008-09-26T09:27:24.410200,,,,['808/.02'],,,,,"['Handbooks, manuals, etc.']",,,['7248244'],,['5427480'],,['1411423410'],['9781411423411'],,/books/OL16856686M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:19:59.524026,8,['LB2369 .C477 2008'],['2008019325'],,,,/type/text,Includes bibliographical references and index.,,,,['227205770'],,p. cm.,,,nyu,2008,['New York'],['Spark Pub.'],8,['How to write series'],"['marc:marc_loc_updates/v36.i19.records.utf8:5945310:764', 'marc:marc_loc_updates/v36.i33.records.utf8:9342743:714', 'marc:marc_loc_updates/v37.i35.records.utf8:55624032:809']",,,"['Report writing -- Handbooks, manuals, etc', 'Research -- Handbooks, manuals, etc']",,,How to write a research paper,,,,/type/edition,,,,,,,[{'key': '/works/OL5718278W'}]
0,[{'key': '/authors/OL636212A'}],Barry Hill.,,,,,,,,,,['821/.914'],,,,,,,,['6082950'],,,,['0957941161'],['9780957941168'],,/books/OL16875458M,[{'key': '/languages/eng'}],/type/datetime,2010-04-24T19:06:05.669020,4,['PR9619.3.H537 N43 2007'],['2008352071'],,,,/type/text,Poems.,169.0,,['196296856'],,,169 p. ;,,,at ,2007,['Brisbane'],['Soi 3 Modern Poets'],4,,,,,,poems 1996-2006,,Necessity,,,,/type/edition,,,,,,,[{'key': '/works/OL3682718W'}]
0,[{'key': '/authors/OL386429A'}],Rich Wallace.,,,,,/type/datetime,2008-09-26T12:29:14.046304,,/type/text,"Nineteen-year-old Danny spends an eventful summer in Maine, looking for romance, working as a ""straight"" dishwasher in a gay bar, and trying to reconnect with his estranged father.",['[Fic]'],,,,,['Fiction.'],['IA173601'],['dishes00wall'],['3271570'],,['5759044'],,,['9780670011391'],,/books/OL16882298M,[{'key': '/languages/eng'}],/type/datetime,2012-04-05T21:42:28.508789,10,['PZ7.W15877 Di 2008'],['2007052572'],,,,,,,,,['212374879'],,p. cm.,,,nyu,2008,['New York'],['Viking Childrens Books'],10,,"['marc:marc_loc_updates/v36.i22.records.utf8:5403901:864', 'marc:marc_loc_updates/v36.i09.records.utf8:11123218:864', 'marc:marc_loc_updates/v37.i15.records.utf8:4558562:858', 'marc:marc_loc_updates/v37.i18.records.utf8:5077515:858', 'marc:marc_loc_updates/v37.i49.records.utf8:5533136:858', 'ia:dishes00wall']",,,"['Fathers and sons -- Fiction', 'Dating (Social customs) -- Fiction', 'Homosexuality -- Fiction', 'Maine -- Fiction']",,,Dishes,,,,/type/edition,,,,,,,[{'key': '/works/OL16578675W'}]
