,authors,by_statement,contributions,contributors,copyright_date,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL6951711A'}],Tom Clancy.,,,,"[6633280, 6600310, 6568462]",,/type/datetime,2009-05-29T20:04:00.020106,,,,['813/.54'],,,,,['Fiction'],['IA109721'],,"['859159', '1662560', '2460400']",,['7129'],"['0425197409', '039915079X', '0399151362']",,,/books/OL23270639M,[{'key': '/languages/eng'}],/type/datetime,2016-12-10T21:45:49.810281,13,['PS3553.L245 T44 2003'],['2003047125'],,,,,,431.0,teethoftig00clan,,,,431 p. ;,,,nyu,2003,['New York'],"[""G.P. Putnam's Sons""]",13,,"['marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:58002123:2816', 'ia:teethoftig00clan', 'ia:teethoftigerclanc00clan', 'ia:teethoftigerclan00clan']",,,"['Ryan, Jack (Fictitious character) -- Fiction', 'Terrorism -- Prevention -- Fiction', 'Children of presidents -- Fiction', 'Intelligence officers -- Fiction', 'Fathers and sons -- Fiction', 'Drug traffic -- Fiction']",,,The teeth of the tiger,,,,/type/edition,,,,,,,[{'key': '/works/OL448989W'}]
0,[{'key': '/authors/OL190100A'}],Paul Auster.,,,,,,/type/datetime,2009-05-29T22:22:38.679536,,,,['813/.54'],1st ed.,,,,['Fiction'],,,['846181'],,['649645'],['0805077146'],['9780805077148'],,/books/OL23277296M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:00:57.948198,5,['PS3551.U77 B76 2006'],['2005040201'],,,,,,306.0,,,,,306 p. ;,,,nyu,2006,['New York'],['Henry Holt'],5,,['marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:76704457:1209'],,,"['Middle-aged men -- Fiction', 'Autobiography -- Authorship -- Fiction', 'Retirees -- Fiction', 'Brooklyn (New York, N.Y.) -- Fiction', 'Park Slope (New York, N.Y.) -- Fiction']",,,The Brooklyn follies,,,,/type/edition,,,,,,,[{'key': '/works/OL1682237W'}]
0,[{'key': '/authors/OL1052745A'}],por Aviva Dorón; con una semblanza de Yĕhudah ha-Leví por Fernando Díaz Esteban ; [traducido del hebreo por Gabriel Lerner].,"['Díaz Esteban, Fernando.']",,,,,,,,,,['892.4/12'],,,,,,,,['6803697'],,,['8472130983'],,,/books/OL2328145M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:20:18.853523,2,['PJ5050.J8 Z65818 1985'],['86214303'],,,,/type/text,"Bibliography: p. 135-[138].
Translation of: Kiṿunim u-megamot be-ḥeḳer shirato shel Yehudah ha-Leṿi.
Abridgement of thesis (Ph.D.)--Universidad de Tel Aviv.",137.0,,,,,"137, [1] p. ;",,,sp ,1985,['Barcelona'],['Riopiedras Ediciones'],2,"['Biblioteca Nueva Sefarad ;', 'v. 9']",,,,"['Judah, ha-Levi, 12th cent. -- Criticism and interpretation.', 'Civilization, Medieval, in literature.']",repercusión de su obra,,Yĕhudah ha-Leví,,,,/type/edition,,,,,['Kiṿunim u-megamot be-ḥeḳer shirato shel Yehudah ha-Leṿi.'],,
0,[{'key': '/authors/OL1055282A'}],Pirjo-Maija Toivonen.,,,,[4111888],,,,,,,['894/.54113'],,,,,,,,['3271357'],,,['9516793975'],,,/books/OL2334812M,[{'key': '/languages/fin'}],/type/datetime,2010-04-16T04:20:18.853523,4,['PH355.M43 Z89 1986'],['86224387'],,,,/type/text,"Bibliography: p. 245-258.
Thesis (doctoral)--Jyväskylän yliopisto, 1986.
Extra t.p. with thesis statement inserted.
Summary in English.
Includes index.",291.0,,,,,291 p. :,,,fi ,1986,['Jyväskylä'],"['Jyväskylän yliopisto', 'Jakaja, Jyväskylän yliopiston kirjasto']",4,"['Jyväskylä studies in the arts,', '24']",,['Finland.'],,"['Meriluoto, Aila -- Criticism and interpretation.', 'Modernism (Literature) -- Finland.']",tekstianalyyttinen tutkimus modernismin estetiikasta ja historiasta,,Aila Meriluodon varhaislyriikan modernismi ja sen tausta,,,,/type/edition,,,,,,,[{'key': '/works/OL4918070W'}]
0,[{'key': '/authors/OL36595A'}],by Louise Gikow ; illustrated by Lauren Attinello.,"['Attinello, Lauren, ill.', 'Henson, Jim.']",,,[6942841],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Kermit's cardboard box becomes a cave, space station, computer, piano, and castle when the Muppet Babies use their imagination.",['[E]'],,,,,,['IA118416'],['meetmuppetbabies1986giko'],['887699'],,['1043710'],['0871350939'],,,/books/OL2337048M,[{'key': '/languages/eng'}],/type/datetime,2011-10-07T23:47:56.241282,6,['PZ7.G369 Me 1986'],['86227837'],,,,/type/text,"""Starring Jim Henson's Muppet Babies""--Cover.",32.0,meetmuppetbabies1986giko,,,,32 p. :,,,nyu,1986,['[New York]'],['Muppet Press'],6,['Can you imagine'],['ia:meetmuppetbabies1986giko'],,,"['Imagination -- Fiction.', 'Puppets -- Fiction.']",,,Meet the Muppet Babies,,,,/type/edition,,,,,,,[{'key': '/works/OL522451W'}]
0,[{'key': '/authors/OL68775A'}],Irvine Welsh.,,,,,,/type/datetime,2009-06-11T17:11:25.224900,,,,['823/.914'],1st American ed.,,,,,,,['6570524'],,['8709921'],,['9780393338027'],,/books/OL23392614M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:13:18.312272,6,['PR6073.E47 R45 2009'],['2009021706'],,,,,,,,,['317919488'],,p. cm.,,,nyu,2009,['New York'],['W. W. Norton'],6,,"['marc:marc_loc_updates/v37.i22.records.utf8:20153574:721', 'marc:marc_loc_updates/v37.i23.records.utf8:12144714:760']",,,,,"[{'title': 'A fault on the line', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Catholic guilt (you know you love it)', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': ""Elspeth's boyfriend"", 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Kissing and making up', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The Rosewell incident', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The state of the party', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Victor spoils', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'I am Miami.', 'level': 0, 'type': {'key': '/type/toc_item'}}]",Reheated cabbage,,,,/type/edition,,,,,,,[{'key': '/works/OL816255W'}]
0,[{'key': '/authors/OL4857028A'}],by Krsnamisra ; translated by Matthew Kapstein ; with a foreword by J.N. Mohanty.,"['Kapstein, Matthew.']",,,,,/type/datetime,2009-06-11T17:13:20.838280,,,,['891/.22'],1st ed.,,,,"['Drama', 'Translations into English']",,,['7324691'],,['9289239'],['0814748384'],['9780814748381'],,/books/OL23392711M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:06:08.951499,6,['PK3798.K65 P713 2009'],['2009021929'],,,,/type/text,"Includes bibliographical references.

Sanskrit texts with parallel English translations on facing pages.",,,,,,p. cm.,,,nyu,2009,['New York'],"['New York University Press', 'JJC Foundation']",6,['The Clay Sanskrit library'],"['marc:marc_loc_updates/v37.i22.records.utf8:20262724:1063', 'marc:marc_loc_updates/v37.i23.records.utf8:12238484:1071']",,,"['Hinduism -- Drama', 'Sanskrit drama -- Translations into English']",,,The rise of wisdom moon,,,,/type/edition,,,,,,['Prabodhacandrodaya.'],[{'key': '/works/OL11540390W'}]
0,[{'key': '/authors/OL1518556A'}],by Ward Farnsworth.,,,,"[6774103, 6773824]",,/type/datetime,2009-06-11T17:15:10.305655,,,,['808/.042'],,,,,,,,['6562500'],,,,['9781567923858'],,/books/OL23392805M,[{'key': '/languages/eng'}],/type/datetime,2011-06-15T23:15:54.683585,7,['PE1408 .F285 2009'],['2009022385'],,,,,,,,,['369308749'],['Classical English rhetoric'],"x, 253p.",,Hardcover,mau,2009,['Boston'],"['David R. Godine, Publisher']",7,,['marc:marc_loc_updates/v37.i22.records.utf8:20361846:1462'],,,['English language -- Rhetoric'],,"[{'title': 'Repetition of words and phrases. Simple repetition of words and phrases: epizeuxis, epimone, etc.', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Repetition at the start: anaphora', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Repetition at the end: epistrophe', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Repetition at the start and end: symploce', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Repeating the ending at the beginning: anadiplosis', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Repeating the root: polyptoton', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Structural matters. Parallel phrases and sentences: isocolon', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Reversal of structure: chiasmus', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Inversion of words: anastrophe', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Using extra conjunctions: polysyndeton', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Leaving out conjunctions: asyndeton', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Leaving out words: ellipsis', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Dramatic devices. Saying things by not saying them: praeteritio', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Breaking off in midstream: aposiopesis', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Correcting oneself: metanoia', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The double negative and other uses of negativity: litotes', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Rhetorical questions: erotesis', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Asking questions and answering them: hypophora.', 'level': 0, 'type': {'key': '/type/toc_item'}}]",Farnsworth's classical English rhetoric,,,,/type/edition,,,,,,,[{'key': '/works/OL6038386W'}]
0,,herausgegeben von Rolf Hosfeld ; mit Beiträgen von Burghard Dedner ... [et al.].,"['Hosfeld, Rolf.', 'Dedner, Burghard.']",,,[2252633],,/type/datetime,2008-04-01T03:28:50.625462,,,,['831/.7'],,,,,,,,['4380231'],,,['3886191249'],,,/books/OL2339657M,[{'key': '/languages/ger'}],/type/datetime,2011-12-28T08:08:34.766829,5,['PT2340 .H468 1986'],['86231812'],,,,/type/text,"Includes bibliographies.
Cover title: Signaturen, Heinrich Heine und das 19. Jahrhundert.",190.0,,,,"['Heinrich Heine und das 19. Jahrhundert.', 'Signaturen, Heinrich Heine und das 19. Jahrhundert.']",190 p. :,,,wb ,1986,['West-Berlin'],['Argument-Verlag'],5,"['Literatur im historischen Prozess ;', 'n.F., 12', 'Argument-Sonderband ;', 'AS 124', 'Argument-Sonderbände ;', 'AS 124.']",['marc:marc_loc_updates/v39.i51.records.utf8:9532664:1754'],,['19th century'],"['Heine, Heinrich, 1797-1856 -- Criticism and interpretation.', 'German literature -- 19th century -- History and criticism.']",Signaturen : neue Beiträge zur Forschung,"[{'value': 'Heinrich Heines Tannhäusergedicht, eine erotische Legende aus Paris / Günter Oesterle', 'type': '/type/text'}, {'value': 'Das Geräusch der Stille / Michel Espagne', 'type': '/type/text'}, {'value': 'Nachtgedanken / Rolf Hosfeld', 'type': '/type/text'}, {'value': 'Der Mord an Wilhelm Wisetzki / Jean Pierre Lefebvre', 'type': '/type/text'}, {'value': 'Heine und Nietzsche / Reinhold Grimm', 'type': '/type/text'}, {'value': 'Heine contra Platen / Jost Hermand', 'type': '/type/text'}, {'value': 'Konvention und Aktualität / Hartmut Wecker', 'type': '/type/text'}, {'value': 'Politisches Theater und karnevalistische Revolution / Burghard Dedner', 'type': '/type/text'}, {'value': 'Antikapitalismus bei Heinrich Heine und Richard Wagner / Jochanaan Christoph Trilse.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Heinrich Heine und das neunzehnte Jahrhundert,,,,/type/edition,,,,,,,[{'key': '/works/OL16353680W'}]
0,[{'key': '/authors/OL2829353A'}],Meg Gardiner.,,,,[7073441],,/type/datetime,2009-06-11T22:26:21.645328,,/type/text,"School's out forever......and the school reunion is a killer. For something, or someone, is eliminating Evan Delaney's graduating class. China Lake was a tough place to grow up. But Evan didn't realize just how tough until, returning for her high school reunion, she discovers that a disturbing number of her classmates have died young. Then another one is savagely butchered. She is just the first. There's a serial killer on the loose. One with an axe to grind with China Lake high school graduates... Now Evan Delaney faces her most dangerous challenge yet, at the hands of a ruthless serial killer whose murderous motives have their roots in her past.",['823/.92'],,,,,['Fiction'],['IA170801'],['crosscutevandela00gard'],['4698574'],,['763464'],['0451225228'],['9780451225221'],,/books/OL23398119M,[{'key': '/languages/eng'}],/type/datetime,2012-02-25T20:12:32.912277,7,['PR6107.A725 C76 2008'],['2009278194'],,,,/type/text,"Originally published: London: Hodder & Stoughton, 2005.

""Obsidian mystery""--Spine.",371.0,crosscutevandela00gard,['244449706'],,,371 p. ;,,,nyu,2008,['New York'],['Obsidian'],7,,"['marc:marc_loc_updates/v37.i23.records.utf8:12828382:1570', 'ia:crosscutevandela00gard']",,,"['Delaney, Evan (Fictitious character) -- Fiction', 'Class reunions -- Fiction', 'Murder -- Investigation -- Fiction']",an Evan Delaney novel,,Crosscut,,,,/type/edition,,,,,,,[{'key': '/works/OL8475895W'}]
0,[{'key': '/authors/OL1057303A'}],Erwin Huppertz.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],1. Aufl.,,,,,,,['3759260'],,,['3922868347'],,,/books/OL2340020M,[{'key': '/languages/ger'}],/type/datetime,2011-04-27T13:13:18.312272,4,['PR9639.3.M258 J44 1986'],['86232315'],,,,/type/text,Bibliography: p. 145-155.,155.0,,,['16129934'],,155 p. ;,,,gw ,1986,['Aachen'],['RaderVerlag'],4,,,,,"['Mansfield, Katherine, 1888-1923.']","Literatur und Fremderfahrung : Annäherungen au Katherine Mansfields Kurzgeschichte ""Je ne parle pas français""",,Nation und Identität,,,,/type/edition,,,,,,,[{'key': '/works/OL4923429W'}]
0,[{'key': '/authors/OL220764A'}],Francesca Marciano.,,,,,,/type/datetime,2009-07-21T18:12:26.491957,,,,['823/.914'],1st Vintage Comtemporaries ed.,,,,['Fiction'],,,['6421968'],,['4858658'],,['9780307386748'],,/books/OL23536852M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:13:18.312272,5,['PR9120.9.M36 E53 2009'],['2009291440'],,,,,,255.0,,,['264043617'],,255 p. ;,,,nyu,2009,['New York'],['Vintage Contemporaries'],5,,['marc:marc_loc_updates/v37.i24.records.utf8:11525225:792'],,,"['Female friendship -- Fiction', 'Women -- Afghanistan -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'Afghanistan -- Fiction', 'Italy -- Fiction']",,,The end of manners,,,,/type/edition,,,,,,,[{'key': '/works/OL1843394W'}]
0,[{'key': '/authors/OL2623697A'}],Annie Groves.,,,,,,/type/datetime,2009-07-22T04:18:26.205700,,,,['823/.914'],,,,,['Fiction'],,,['2509173'],,['4558468'],,['9780007209675'],,/books/OL23555187M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:12:46.010345,5,['PR6060.O6257 G73 2007'],['2009291489'],,,,,,488.0,,['71807691'],,,488 p. ;,,,enk,2007,['London'],['Harper'],5,,['marc:marc_loc_updates/v37.i25.records.utf8:35491454:787'],,,"['Female friendship -- Fiction', 'World War, 1939-1945 -- War work -- Fiction']",,,The Grafton girls,,,,/type/edition,,,,,,,[{'key': '/works/OL10373W'}]
0,[{'key': '/authors/OL584760A'}],David Moolten.,,,,,,/type/datetime,2009-07-25T04:47:32.306188,,,,['811/.54'],,,,,,,,['6619860'],,['8760426'],,"['9781931112949', '9781931112956']",,/books/OL23575707M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:14:23.225848,4,['PS3563.O5539 P75 2009'],['2009025251'],,,,/type/text,Winner of the 2009 T.S. Eliot Prize for Poetry.,,,,,,p. cm.,,,mou,2009,"['Kirksville, Mo']",['Truman State University Press'],4,,['marc:marc_loc_updates/v37.i26.records.utf8:53914748:643'],,,,,,Primitive mood,,,,/type/edition,,,,,,,[{'key': '/works/OL3500120W'}]
0,[{'key': '/authors/OL753475A'}],Stephen Leather.,,,,,,/type/datetime,2009-07-25T05:12:00.358760,,,,['823/.914'],,,,,"['Fiction', 'Ficion']",,,['4415207'],,['5200702'],,['9780340921722'],,/books/OL23576399M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:15:24.065189,4,['PR6062.E27 D43 2008b'],['2009291718'],,,,,,442.0,,['173498915'],,,442 p. ;,,,enk,2008,['London'],['Hodder & Stoughton'],4,,['marc:marc_loc_updates/v37.i26.records.utf8:54727729:988'],,,"['Shepherd, Dan (Fictitious character) -- Fiction', 'Undercover operations -- Fiction', 'Belfast (Northern Ireland) -- Ficion']",,,Dead men,,,,/type/edition,,,,,,,[{'key': '/works/OL4048768W'}]
0,[{'key': '/authors/OL6708862A'}],Paul D. Gilbert.,,,,,,/type/datetime,2009-07-28T01:55:05.751779,,,,['823.92'],,,,,['Fiction'],,,['5255255'],,['8762400'],['0709086873'],['9780709086871'],,/books/OL23623046M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:22:04.898288,5,['PR6107.I4 C47 2008'],['2009291613'],,,,,,224.0,,['234299493'],,,224 p. ;,,,enk,2008,['London'],['Robert Hale'],5,,['marc:marc_loc_updates/v37.i29.records.utf8:14175586:1090'],,,"['Holmes, Sherlock (Fictitious character) -- Fiction', 'Watson, John H. (Fictitious character) -- Fiction', 'Detective and mystery stories, English']",,,The chronicles of Sherlock Holmes,,,,/type/edition,,,"['http://www.loc.gov/catdir/enhancements/fy0913/2009291613-b.html', 'http://www.loc.gov/catdir/enhancements/fy0913/2009291613-d.html']",,,,[{'key': '/works/OL13839258W'}]
0,[{'key': '/authors/OL2829357A'}],Louise Penny.,,,,,,/type/datetime,2009-07-29T18:29:15.822401,,,,['813/.6'],1st ed.,,,,['Fiction'],,,['6449551'],,['8410558'],,['9780312377038'],,/books/OL23631650M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:24:11.206740,4,['PR9199.4.P464 B78 2009'],['2009028462'],,,,,,,,,,,p. cm.,,,nyu,2009,['New York'],['Minotaur Books'],4,,['marc:marc_loc_updates/v37.i30.records.utf8:14758944:835'],,,"['Gamache, Armand (Fictitious character) -- Fiction', 'Police -- Québec (Province) -- Fiction', 'Villages -- Québec (Province) -- Fiction', 'Murder -- Investigation -- Fiction', 'Québec (Province) -- Fiction']",,,The brutal telling,,,,/type/edition,,,,,,,[{'key': '/works/OL8475912W'}]
0,[{'key': '/authors/OL5290524A'}],by Rusty McClure and Dave Stern.,"['Stern, Dave.']",,,,,/type/datetime,2009-08-05T09:29:43.465327,,,,['813/.6'],,,,,,,,['5728309'],,['8608768'],['1578606039'],['9781578606030'],,/books/OL23643567M,[{'key': '/languages/eng'}],/type/datetime,2010-08-19T13:27:43.779437,5,['PS3613.C363 C56 2009'],['2009030134'],,,,,,,,,,,p. cm.,,,ohu,2009,"['Cincinnati, OH', '[Berkeley, Calif.]']","['Clerisy Press', 'Distributed by Publishers Group West']",5,,['marc:marc_loc_updates/v37.i31.records.utf8:14041311:661'],,,,,,Cincinnatus,,,,/type/edition,,,,,,,[{'key': '/works/OL12176104W'}]
0,[{'key': '/authors/OL6717160A'}],A.M. Dellamonica.,,,,,,/type/datetime,2009-08-12T03:33:41.345653,,,,['813/.6'],1st ed.,,,,['Fiction'],['IA141503'],['indigosprings00dell'],['6528805'],,['8423539'],,['9780765319470'],,/books/OL23655308M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T10:34:47.237741,6,['PR9199.4.D448 I52 2009'],['2009031595'],,,,/type/text,"""A Tom Doherty Associates Book.""",,,,['317928986'],,p. cm.,,,nyu,2009,['New York'],['Tor'],6,,['marc:marc_loc_updates/v37.i32.records.utf8:11511142:738'],,,"['Young women -- Fiction', 'Magic -- Fiction', 'City and town life -- United States -- Fiction']",,,Indigo Springs,,,,/type/edition,,,,,,,[{'key': '/works/OL13847513W'}]
0,[{'key': '/authors/OL6720376A'}],Mary Hanlon Stone.,,,,,,/type/datetime,2009-09-03T13:29:54.776992,,/type/text,"Thirteen-year-old Stephanie, whisked from Boston to Encino, California, to stay with family friends after her abusive, alcoholic mother abandons her, tries desperately to fit in with her ""cousin's"" popular group even as she sees how much easier it would be to remain invisible.",['[Fic]'],,,,,['Fiction'],,,['6659599'],,['9178799'],,['9780399252495'],,/books/OL23667958M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:15:38.342524,5,['PZ7.S877942 Inv 2010'],['2009027255'],,,,,,,,,['430678911'],,p. cm.,,,nyu,2010,['New York'],['Philomel Books'],5,,['marc:marc_loc_updates/v37.i33.records.utf8:6932613:1090'],,,"['Interpersonal relations -- Fiction', 'Self-esteem -- Fiction', 'Popularity -- Fiction', 'Family problems -- Fiction', 'Child abuse -- Fiction', 'Muslims -- Fiction', 'Encino (Los Angeles, Calif.) -- Fiction']",,,Invisible girl,,,,/type/edition,,,,,,,[{'key': '/works/OL13850741W'}]
0,[{'key': '/authors/OL6722353A'}],G. Carlos Smith.,,,,,,/type/datetime,2009-09-04T10:28:44.840778,,,,['813/.6'],,,,,['Fiction'],,,['5596580'],,['8317137'],['1933720557'],['9781933720555'],,/books/OL23678820M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:15:38.342524,6,['PS3619.M5857 M37 2008'],['2009291656'],,,,,,200.0,,,['318632497'],,200 p. ;,,,ncu,2008,"['Clayton, N.C']",['P.D. Pub.'],6,,['marc:marc_loc_updates/v37.i35.records.utf8:70078578:678'],,,"['Gay college students -- Fiction', 'Law students -- Fiction', 'College graduates -- Fiction', 'Gay men -- Fiction']",,,A matter of choice,,,,/type/edition,,,,,,,[{'key': '/works/OL13852750W'}]
